Finished TrainingConvNet2_ep250
training time:
20230102_223420
Epoch [1/250], Step [735/735], Loss: 2.2823
Epoch [132/250], Step [735/735], Loss: 2.2885
Epoch [133/250], Step [735/735], Loss: 2.3015
Epoch [134/250], Step [735/735], Loss: 2.2839
Epoch [135/250], Step [735/735], Loss: 2.3173
Epoch [136/250], Step [735/735], Loss: 2.2615
Epoch [137/250], Step [735/735], Loss: 2.3265
Epoch [138/250], Step [735/735], Loss: 2.3109
Epoch [139/250], Step [735/735], Loss: 2.3104
Epoch [140/250], Step [735/735], Loss: 2.3257
Epoch [141/250], Step [735/735], Loss: 2.2509
Epoch [142/250], Step [735/735], Loss: 2.2781
Epoch [143/250], Step [735/735], Loss: 2.2962
Epoch [144/250], Step [735/735], Loss: 2.3025
Epoch [145/250], Step [735/735], Loss: 2.3076
Epoch [146/250], Step [735/735], Loss: 2.3335
Epoch [147/250], Step [735/735], Loss: 2.2382
Epoch [148/250], Step [735/735], Loss: 2.3204
Epoch [149/250], Step [735/735], Loss: 2.3330
Epoch [150/250], Step [735/735], Loss: 2.2587
Epoch [151/250], Step [735/735], Loss: 2.3233
Epoch [152/250], Step [735/735], Loss: 2.2684
Epoch [153/250], Step [735/735], Loss: 2.2005
Epoch [154/250], Step [735/735], Loss: 2.2341
Epoch [155/250], Step [735/735], Loss: 2.3057
Epoch [156/250], Step [735/735], Loss: 2.2071
Epoch [157/250], Step [735/735], Loss: 1.7665
Epoch [158/250], Step [735/735], Loss: 2.2351
Epoch [159/250], Step [735/735], Loss: 1.9295
Epoch [160/250], Step [735/735], Loss: 2.1263
Epoch [161/250], Step [735/735], Loss: 1.6836
Epoch [162/250], Step [735/735], Loss: 1.5430
Epoch [163/250], Step [735/735], Loss: 1.8896
Epoch [164/250], Step [735/735], Loss: 2.2280
Epoch [165/250], Step [735/735], Loss: 1.6562
Epoch [166/250], Step [735/735], Loss: 2.1735
Epoch [167/250], Step [735/735], Loss: 1.6675
Epoch [168/250], Step [735/735], Loss: 1.8077
Epoch [169/250], Step [735/735], Loss: 1.8645
Epoch [170/250], Step [735/735], Loss: 2.1191
Epoch [171/250], Step [735/735], Loss: 0.5044
Epoch [172/250], Step [735/735], Loss: 0.7096
Epoch [173/250], Step [735/735], Loss: 1.8173
Epoch [174/250], Step [735/735], Loss: 0.6999
Epoch [175/250], Step [735/735], Loss: 1.9687
Epoch [176/250], Step [735/735], Loss: 1.3126
Epoch [177/250], Step [735/735], Loss: 2.2973
Epoch [178/250], Step [735/735], Loss: 1.2917
Epoch [179/250], Step [735/735], Loss: 1.6003
Epoch [180/250], Step [735/735], Loss: 0.5336
Epoch [181/250], Step [735/735], Loss: 2.6579
Epoch [182/250], Step [735/735], Loss: 1.6193
Epoch [183/250], Step [735/735], Loss: 1.7624
Epoch [184/250], Step [735/735], Loss: 1.5714
Epoch [185/250], Step [735/735], Loss: 0.5589
Epoch [186/250], Step [735/735], Loss: 0.9482
Epoch [187/250], Step [735/735], Loss: 3.9114
Epoch [188/250], Step [735/735], Loss: 2.8490
Epoch [189/250], Step [735/735], Loss: 1.2282
Epoch [190/250], Step [735/735], Loss: 1.2651
Epoch [191/250], Step [735/735], Loss: 1.1025
Epoch [192/250], Step [735/735], Loss: 0.7173
Epoch [193/250], Step [735/735], Loss: 1.2149
Epoch [194/250], Step [735/735], Loss: 1.1772
Epoch [195/250], Step [735/735], Loss: 1.3140
Epoch [196/250], Step [735/735], Loss: 0.4770
Epoch [197/250], Step [735/735], Loss: 0.7369
Epoch [198/250], Step [735/735], Loss: 2.0510
Epoch [199/250], Step [735/735], Loss: 0.3492
Epoch [200/250], Step [735/735], Loss: 0.5222
Epoch [201/250], Step [735/735], Loss: 0.8035
Epoch [202/250], Step [735/735], Loss: 1.0790
Epoch [203/250], Step [735/735], Loss: 0.5171
Epoch [204/250], Step [735/735], Loss: 0.9223
Epoch [205/250], Step [735/735], Loss: 0.7543
Epoch [206/250], Step [735/735], Loss: 1.7229
Epoch [207/250], Step [735/735], Loss: 0.6291
Epoch [208/250], Step [735/735], Loss: 1.4599
Epoch [209/250], Step [735/735], Loss: 0.1485
Epoch [210/250], Step [735/735], Loss: 0.8880
Epoch [211/250], Step [735/735], Loss: 0.5352
Epoch [212/250], Step [735/735], Loss: 0.7253
Epoch [213/250], Step [735/735], Loss: 0.5791
Epoch [214/250], Step [735/735], Loss: 1.3791
Epoch [215/250], Step [735/735], Loss: 0.7507
Epoch [216/250], Step [735/735], Loss: 1.0477
Epoch [217/250], Step [735/735], Loss: 1.3127
Epoch [218/250], Step [735/735], Loss: 0.1370
Epoch [219/250], Step [735/735], Loss: 1.1996
Epoch [220/250], Step [735/735], Loss: 1.1234
Epoch [221/250], Step [735/735], Loss: 1.5756
Epoch [222/250], Step [735/735], Loss: 0.6623
Epoch [223/250], Step [735/735], Loss: 0.3459
Epoch [224/250], Step [735/735], Loss: 0.7164
Epoch [225/250], Step [735/735], Loss: 0.4872
Epoch [226/250], Step [735/735], Loss: 0.6576
Epoch [227/250], Step [735/735], Loss: 1.0189
Epoch [228/250], Step [735/735], Loss: 0.4913
Epoch [229/250], Step [735/735], Loss: 0.1598
Epoch [230/250], Step [735/735], Loss: 1.2184
Epoch [231/250], Step [735/735], Loss: 0.1053
Epoch [232/250], Step [735/735], Loss: 0.8981
Epoch [233/250], Step [735/735], Loss: 0.5831
Epoch [234/250], Step [735/735], Loss: 0.9214
Epoch [235/250], Step [735/735], Loss: 0.1373
Epoch [236/250], Step [735/735], Loss: 0.5644
Epoch [237/250], Step [735/735], Loss: 0.2103
Epoch [238/250], Step [735/735], Loss: 0.6160
Epoch [239/250], Step [735/735], Loss: 0.5656
Epoch [240/250], Step [735/735], Loss: 1.5573
Epoch [241/250], Step [735/735], Loss: 1.3115
Epoch [242/250], Step [735/735], Loss: 0.8690
Epoch [243/250], Step [735/735], Loss: 1.0529
Epoch [244/250], Step [735/735], Loss: 2.2735
Epoch [245/250], Step [735/735], Loss: 0.8041
Epoch [246/250], Step [735/735], Loss: 0.7053
Epoch [247/250], Step [735/735], Loss: 1.7231
Epoch [248/250], Step [735/735], Loss: 2.2627
Epoch [249/250], Step [735/735], Loss: 0.3664
Epoch [250/250], Step [735/735], Loss: 0.3027
Finished TrainingConvNet2_ep300
training time:
20230102_230204
Epoch [1/300], Step [735/735], Loss: 2.2835
Epoch [2/300], Step [735/735], Loss: 2.2828
Epoch [3/300], Step [735/735], Loss: 2.2898
Epoch [4/300], Step [735/735], Loss: 2.3133
Epoch [5/300], Step [735/735], Loss: 2.3033
Epoch [6/300], Step [735/735], Loss: 2.3115
Epoch [7/300], Step [735/735], Loss: 2.3064
Epoch [8/300], Step [735/735], Loss: 2.2930
Epoch [9/300], Step [735/735], Loss: 2.3062
Epoch [10/300], Step [735/735], Loss: 2.3185
Epoch [11/300], Step [735/735], Loss: 2.3056
Epoch [12/300], Step [735/735], Loss: 2.2946
Epoch [13/300], Step [735/735], Loss: 2.2941
Epoch [14/300], Step [735/735], Loss: 2.2790
Epoch [15/300], Step [735/735], Loss: 2.2927
Epoch [16/300], Step [735/735], Loss: 2.3109
Epoch [17/300], Step [735/735], Loss: 2.2765
Epoch [18/300], Step [735/735], Loss: 2.2847
Epoch [19/300], Step [735/735], Loss: 2.3100
Epoch [20/300], Step [735/735], Loss: 2.3049
Epoch [21/300], Step [735/735], Loss: 2.2974
Epoch [22/300], Step [735/735], Loss: 2.2890
Epoch [23/300], Step [735/735], Loss: 2.2769
Epoch [24/300], Step [735/735], Loss: 2.2914
Epoch [25/300], Step [735/735], Loss: 2.2739
Epoch [26/300], Step [735/735], Loss: 2.2910
Epoch [27/300], Step [735/735], Loss: 2.2984
Epoch [28/300], Step [735/735], Loss: 2.3298
Epoch [29/300], Step [735/735], Loss: 2.3104
Epoch [30/300], Step [735/735], Loss: 2.3128
Epoch [31/300], Step [735/735], Loss: 2.3011
Epoch [32/300], Step [735/735], Loss: 2.2980
Epoch [33/300], Step [735/735], Loss: 2.2945
Epoch [34/300], Step [735/735], Loss: 2.2954
Epoch [35/300], Step [735/735], Loss: 2.2915
Epoch [36/300], Step [735/735], Loss: 2.3057
Epoch [37/300], Step [735/735], Loss: 2.2908
Epoch [38/300], Step [735/735], Loss: 2.3140
Epoch [39/300], Step [735/735], Loss: 2.2931
Epoch [40/300], Step [735/735], Loss: 2.2943
Epoch [41/300], Step [735/735], Loss: 2.3163
Epoch [42/300], Step [735/735], Loss: 2.3048
Epoch [43/300], Step [735/735], Loss: 2.3013
Epoch [44/300], Step [735/735], Loss: 2.3295
Epoch [45/300], Step [735/735], Loss: 2.2863
Epoch [46/300], Step [735/735], Loss: 2.3018
Epoch [47/300], Step [735/735], Loss: 2.2917
Epoch [48/300], Step [735/735], Loss: 2.3108
Epoch [49/300], Step [735/735], Loss: 2.3098
Epoch [50/300], Step [735/735], Loss: 2.3211
Epoch [51/300], Step [735/735], Loss: 2.3181
Epoch [52/300], Step [735/735], Loss: 2.2889
Epoch [53/300], Step [735/735], Loss: 2.3140
Epoch [54/300], Step [735/735], Loss: 2.3090
Epoch [55/300], Step [735/735], Loss: 2.3105
Epoch [56/300], Step [735/735], Loss: 2.3269
Epoch [57/300], Step [735/735], Loss: 2.2899
Epoch [58/300], Step [735/735], Loss: 2.2888
Epoch [59/300], Step [735/735], Loss: 2.3003
Epoch [60/300], Step [735/735], Loss: 2.3199
Epoch [61/300], Step [735/735], Loss: 2.3137
Epoch [62/300], Step [735/735], Loss: 2.2938
Epoch [63/300], Step [735/735], Loss: 2.2908
Epoch [64/300], Step [735/735], Loss: 2.2986
Epoch [65/300], Step [735/735], Loss: 2.2862
Epoch [66/300], Step [735/735], Loss: 2.2982
Epoch [67/300], Step [735/735], Loss: 2.3184
Epoch [68/300], Step [735/735], Loss: 2.2752
Epoch [69/300], Step [735/735], Loss: 2.2900
Epoch [70/300], Step [735/735], Loss: 2.3071
Epoch [71/300], Step [735/735], Loss: 2.2896
Epoch [72/300], Step [735/735], Loss: 2.3141
Epoch [73/300], Step [735/735], Loss: 2.2873
Epoch [74/300], Step [735/735], Loss: 2.3278
Epoch [75/300], Step [735/735], Loss: 2.3358
Epoch [76/300], Step [735/735], Loss: 2.2935
Epoch [77/300], Step [735/735], Loss: 2.2967
Epoch [78/300], Step [735/735], Loss: 2.3114
Epoch [79/300], Step [735/735], Loss: 2.2705
Epoch [80/300], Step [735/735], Loss: 2.3105
Epoch [81/300], Step [735/735], Loss: 2.3104
Epoch [82/300], Step [735/735], Loss: 2.2775
Epoch [83/300], Step [735/735], Loss: 2.2910
Epoch [84/300], Step [735/735], Loss: 2.3067
Epoch [85/300], Step [735/735], Loss: 2.2870
Epoch [86/300], Step [735/735], Loss: 2.2859
Epoch [87/300], Step [735/735], Loss: 2.3080
Epoch [88/300], Step [735/735], Loss: 2.3002
Epoch [89/300], Step [735/735], Loss: 2.2931
Epoch [90/300], Step [735/735], Loss: 2.3160
Epoch [91/300], Step [735/735], Loss: 2.3372
Epoch [92/300], Step [735/735], Loss: 2.3133
Epoch [93/300], Step [735/735], Loss: 2.2841
Epoch [94/300], Step [735/735], Loss: 2.3178
Epoch [95/300], Step [735/735], Loss: 2.3110
Epoch [96/300], Step [735/735], Loss: 2.3257
Epoch [97/300], Step [735/735], Loss: 2.3088
Epoch [98/300], Step [735/735], Loss: 2.3212
Epoch [99/300], Step [735/735], Loss: 2.2873
Epoch [100/300], Step [735/735], Loss: 2.2782
Epoch [101/300], Step [735/735], Loss: 2.3404
Epoch [102/300], Step [735/735], Loss: 2.2911
Epoch [103/300], Step [735/735], Loss: 2.2956
Epoch [104/300], Step [735/735], Loss: 2.3206
Epoch [105/300], Step [735/735], Loss: 2.2920
Epoch [106/300], Step [735/735], Loss: 2.3114
Epoch [107/300], Step [735/735], Loss: 2.2917
Epoch [108/300], Step [735/735], Loss: 2.3087
Epoch [109/300], Step [735/735], Loss: 2.3007
Epoch [110/300], Step [735/735], Loss: 2.3148
Epoch [111/300], Step [735/735], Loss: 2.2997
Epoch [112/300], Step [735/735], Loss: 2.2752
Epoch [113/300], Step [735/735], Loss: 2.2973
Epoch [114/300], Step [735/735], Loss: 2.2657
Epoch [115/300], Step [735/735], Loss: 2.2886
Epoch [116/300], Step [735/735], Loss: 2.2752
Epoch [117/300], Step [735/735], Loss: 2.2870
Epoch [118/300], Step [735/735], Loss: 2.2947
Epoch [119/300], Step [735/735], Loss: 2.3142
Epoch [120/300], Step [735/735], Loss: 2.2661
Epoch [121/300], Step [735/735], Loss: 2.2955
Epoch [122/300], Step [735/735], Loss: 2.2803
Epoch [123/300], Step [735/735], Loss: 2.3008
Epoch [124/300], Step [735/735], Loss: 2.3116
Epoch [125/300], Step [735/735], Loss: 2.3097
Epoch [126/300], Step [735/735], Loss: 2.3056
Epoch [127/300], Step [735/735], Loss: 2.2936
Epoch [128/300], Step [735/735], Loss: 2.3219
Epoch [129/300], Step [735/735], Loss: 2.3154
Epoch [130/300], Step [735/735], Loss: 2.2970
Epoch [131/300], Step [735/735], Loss: 2.3044
Epoch [132/300], Step [735/735], Loss: 2.2837
Epoch [133/300], Step [735/735], Loss: 2.2716
Epoch [134/300], Step [735/735], Loss: 2.2885
Epoch [135/300], Step [735/735], Loss: 2.3103
Epoch [136/300], Step [735/735], Loss: 2.2880
Epoch [137/300], Step [735/735], Loss: 2.3158
Epoch [138/300], Step [735/735], Loss: 2.3014
Epoch [139/300], Step [735/735], Loss: 2.3133
Epoch [140/300], Step [735/735], Loss: 2.3100
Epoch [141/300], Step [735/735], Loss: 2.3262
Epoch [142/300], Step [735/735], Loss: 2.3009
Epoch [143/300], Step [735/735], Loss: 2.2937
Epoch [144/300], Step [735/735], Loss: 2.2674
Epoch [145/300], Step [735/735], Loss: 2.2868
Epoch [146/300], Step [735/735], Loss: 2.2980
Epoch [147/300], Step [735/735], Loss: 2.2965
Epoch [148/300], Step [735/735], Loss: 2.3015
Epoch [149/300], Step [735/735], Loss: 2.2745
Epoch [150/300], Step [735/735], Loss: 2.3210
Epoch [151/300], Step [735/735], Loss: 2.3131
Epoch [152/300], Step [735/735], Loss: 2.2761
Epoch [153/300], Step [735/735], Loss: 2.3043
Epoch [154/300], Step [735/735], Loss: 2.3103
Epoch [155/300], Step [735/735], Loss: 2.3137
Epoch [156/300], Step [735/735], Loss: 2.2894
Epoch [157/300], Step [735/735], Loss: 2.3004
Epoch [158/300], Step [735/735], Loss: 2.3004
Epoch [159/300], Step [735/735], Loss: 2.3028
Epoch [160/300], Step [735/735], Loss: 2.3025
Epoch [161/300], Step [735/735], Loss: 2.2813
Epoch [162/300], Step [735/735], Loss: 2.2789
Epoch [163/300], Step [735/735], Loss: 2.2860
Epoch [164/300], Step [735/735], Loss: 2.2846
Epoch [165/300], Step [735/735], Loss: 2.2979
Epoch [166/300], Step [735/735], Loss: 2.3002
Epoch [167/300], Step [735/735], Loss: 2.3162
Epoch [168/300], Step [735/735], Loss: 2.2594
Epoch [169/300], Step [735/735], Loss: 2.3117
Epoch [170/300], Step [735/735], Loss: 2.2946
Epoch [171/300], Step [735/735], Loss: 2.2767
Epoch [172/300], Step [735/735], Loss: 2.2837
Epoch [173/300], Step [735/735], Loss: 2.2938
Epoch [174/300], Step [735/735], Loss: 2.2960
Epoch [175/300], Step [735/735], Loss: 2.2457
Epoch [176/300], Step [735/735], Loss: 2.3069
Epoch [177/300], Step [735/735], Loss: 2.2921
Epoch [178/300], Step [735/735], Loss: 2.2881
Epoch [179/300], Step [735/735], Loss: 2.3503
Epoch [180/300], Step [735/735], Loss: 2.2635
Epoch [181/300], Step [735/735], Loss: 2.2812
Epoch [182/300], Step [735/735], Loss: 2.3237
Epoch [183/300], Step [735/735], Loss: 2.3151
Epoch [184/300], Step [735/735], Loss: 2.2997
Epoch [185/300], Step [735/735], Loss: 2.3303
Epoch [186/300], Step [735/735], Loss: 2.3126
Epoch [187/300], Step [735/735], Loss: 2.2482
Epoch [188/300], Step [735/735], Loss: 2.2780
Epoch [189/300], Step [735/735], Loss: 2.2507
Epoch [190/300], Step [735/735], Loss: 2.3091
Epoch [191/300], Step [735/735], Loss: 2.3326
Epoch [192/300], Step [735/735], Loss: 2.2853
Epoch [193/300], Step [735/735], Loss: 2.2356
Epoch [194/300], Step [735/735], Loss: 2.2843
Epoch [195/300], Step [735/735], Loss: 2.1680
Epoch [196/300], Step [735/735], Loss: 2.3125
Epoch [197/300], Step [735/735], Loss: 2.3054
Epoch [198/300], Step [735/735], Loss: 2.2786
Epoch [199/300], Step [735/735], Loss: 2.3107
Epoch [200/300], Step [735/735], Loss: 2.2635
Epoch [201/300], Step [735/735], Loss: 2.3515
Epoch [202/300], Step [735/735], Loss: 2.1553
Epoch [203/300], Step [735/735], Loss: 1.8941
Epoch [204/300], Step [735/735], Loss: 2.3651
Epoch [205/300], Step [735/735], Loss: 1.8064
Epoch [206/300], Step [735/735], Loss: 2.2998
Epoch [207/300], Step [735/735], Loss: 1.7040
Epoch [208/300], Step [735/735], Loss: 2.4706
Epoch [209/300], Step [735/735], Loss: 2.2194
Epoch [210/300], Step [735/735], Loss: 2.1013
Epoch [211/300], Step [735/735], Loss: 2.2806
Epoch [212/300], Step [735/735], Loss: 1.9736
Epoch [213/300], Step [735/735], Loss: 1.7647
Epoch [214/300], Step [735/735], Loss: 2.0346
Epoch [215/300], Step [735/735], Loss: 1.3671
Epoch [216/300], Step [735/735], Loss: 2.1592
Epoch [217/300], Step [735/735], Loss: 1.6072
Epoch [218/300], Step [735/735], Loss: 2.3154
Epoch [219/300], Step [735/735], Loss: 1.9029
Epoch [220/300], Step [735/735], Loss: 1.5664
Epoch [221/300], Step [735/735], Loss: 1.2943
Epoch [222/300], Step [735/735], Loss: 1.5524
Epoch [223/300], Step [735/735], Loss: 2.4258
Epoch [224/300], Step [735/735], Loss: 1.4333
Epoch [225/300], Step [735/735], Loss: 1.1773
Epoch [226/300], Step [735/735], Loss: 1.3324
Epoch [227/300], Step [735/735], Loss: 0.9527
Epoch [228/300], Step [735/735], Loss: 1.1823
Epoch [229/300], Step [735/735], Loss: 2.0125
Epoch [230/300], Step [735/735], Loss: 1.7333
Epoch [231/300], Step [735/735], Loss: 1.2121
Epoch [232/300], Step [735/735], Loss: 1.0641
Epoch [233/300], Step [735/735], Loss: 1.9910
Epoch [234/300], Step [735/735], Loss: 1.9897
Epoch [235/300], Step [735/735], Loss: 1.0672
Epoch [236/300], Step [735/735], Loss: 1.6314
Epoch [237/300], Step [735/735], Loss: 1.8385
Epoch [238/300], Step [735/735], Loss: 1.7482
Epoch [239/300], Step [735/735], Loss: 0.9456
Epoch [240/300], Step [735/735], Loss: 2.7749
Epoch [241/300], Step [735/735], Loss: 1.0663
Epoch [242/300], Step [735/735], Loss: 1.6783
Epoch [243/300], Step [735/735], Loss: 1.9496
Epoch [244/300], Step [735/735], Loss: 1.9339
Epoch [245/300], Step [735/735], Loss: 1.6116
Epoch [246/300], Step [735/735], Loss: 1.5059
Epoch [247/300], Step [735/735], Loss: 1.4771
Epoch [248/300], Step [735/735], Loss: 1.1847
Epoch [249/300], Step [735/735], Loss: 1.1342
Epoch [250/300], Step [735/735], Loss: 1.8166
Epoch [251/300], Step [735/735], Loss: 1.7014
Epoch [252/300], Step [735/735], Loss: 1.4266
Epoch [253/300], Step [735/735], Loss: 1.8560
Epoch [254/300], Step [735/735], Loss: 1.3111
Epoch [255/300], Step [735/735], Loss: 1.8121
Epoch [256/300], Step [735/735], Loss: 1.1233
Epoch [257/300], Step [735/735], Loss: 1.5622
Epoch [258/300], Step [735/735], Loss: 1.3495
Epoch [259/300], Step [735/735], Loss: 1.7886
Epoch [260/300], Step [735/735], Loss: 1.3336
Epoch [261/300], Step [735/735], Loss: 1.3826
Epoch [262/300], Step [735/735], Loss: 1.3877
Epoch [263/300], Step [735/735], Loss: 1.1926
Epoch [264/300], Step [735/735], Loss: 0.9354
Epoch [265/300], Step [735/735], Loss: 1.4065
Epoch [266/300], Step [735/735], Loss: 2.4156
Epoch [267/300], Step [735/735], Loss: 1.7612
Epoch [268/300], Step [735/735], Loss: 2.1918
Epoch [269/300], Step [735/735], Loss: 1.5837
Epoch [270/300], Step [735/735], Loss: 1.1799
Epoch [271/300], Step [735/735], Loss: 1.3949
Epoch [272/300], Step [735/735], Loss: 1.2005
Epoch [273/300], Step [735/735], Loss: 1.6081
Epoch [274/300], Step [735/735], Loss: 0.5010
Epoch [275/300], Step [735/735], Loss: 2.2064
Epoch [276/300], Step [735/735], Loss: 1.0428
Epoch [277/300], Step [735/735], Loss: 1.5230
Epoch [278/300], Step [735/735], Loss: 1.1118
Epoch [279/300], Step [735/735], Loss: 1.5228
Epoch [280/300], Step [735/735], Loss: 1.6915
Epoch [281/300], Step [735/735], Loss: 1.1541
Epoch [282/300], Step [735/735], Loss: 0.7447
Epoch [283/300], Step [735/735], Loss: 2.0889
Epoch [284/300], Step [735/735], Loss: 0.9437
